12.323	11.613	17.355	16.613	20.097	13.645	12.323	14.968	11.774	11.194	8.548	10.806	Bob_Bailor	2013
0	0	0	0	0	0	0	0	0	0	0	0	Harold_Baines	2005
0	0	0	0	0	0	0	0	0	0	0	0	Harold_Baines	2006
0	0	0	0	0	0	0	0	0	0	0	56.591	Harold_Baines	2007
60.333	35.871	54.645	93.290	79.516	107.968	94.636	89.677	73.129	94.774	36.000	56.419	Harold_Baines	2008
81.032	55.774	70.903	97.516	98.194	125.839	147.452	138.677	492.300	88.839	75.774	68.677	Harold_Baines	2009
98.387	81.935	90.581	109.774	99.065	86.452	107.677	144.935	86.387	85.548	73.774	74.290	Harold_Baines	2010
105.548	62.452	75.065	100.032	93.452	110.516	130.935	96.774	71.258	85.065	68.355	54.903	Harold_Baines	2011
68.258	67.323	73.613	122.613	124.484	135.677	135.194	155.000	93.710	110.742	68.323	69.710	Harold_Baines	2012
93.323	62.581	71.742	115.935	89.903	92.032	158.452	81.000	49.806	57.613	42.097	55.774	Harold_Baines	2013
0	0	0	0	0	0	0	0	0	0	0	0	Dusty_Baker	2005
0	0	0	0	0	0	0	0	0	0	0	0	Dusty_Baker	2006
0	0	0	0	0	0	0	0	0	0	0	110.545	Dusty_Baker	2007
107.167	135.903	174.839	296.161	227.452	272.871	217.727	171.742	167.806	167.097	92.355	119.774	Dusty_Baker	2008
104.258	103.097	126.065	219.290	234.742	234.968	290.484	271.097	134.267	166.806	112.871	80.419	Dusty_Baker	2009
101.194	102.194	162.000	265.065	266.548	222.290	294.226	569.968	391.968	853.742	230.226	128.645	Dusty_Baker	2010
129.355	146.935	161.839	301.419	322.839	346.032	309.290	226.581	171.484	334.935	236.129	113.097	Dusty_Baker	2011
151.323	146.452	159.097	332.742	436.194	460.710	540.613	428.290	697.032	1808.258	167.000	175.548	Dusty_Baker	2012
168.677	192.516	227.677	402.871	479.290	336.677	351.677	290.452	296.258	1134.968	142.968	135.903	Dusty_Baker	2013
0	0	0	0	0	0	0	0	0	0	0	0	Sal_Bando	2005
0	0	0	0	0	0	0	0	0	0	0	0	Sal_Bando	2006
0	0	0	0	0	0	0	0	0	0	0	24.500	Sal_Bando	2007
21.167	19.774	26.677	32.194	39.581	44.581	38.455	36.677	30.484	29.871	22.548	20.097	Sal_Bando	2008
25.323	21.419	25.516	38.968	45.323	37.710	46.516	36.871	39.867	36.452	27.742	25.903	Sal_Bando	2009
28.903	26.742	43.419	44.806	45.387	35.129	38.161	50.226	40.806	46.806	44.290	54.355	Sal_Bando	2010
38.387	34.452	32.516	41.645	40.129	47.323	55.903	42.806	34.484	44.194	39.129	32.677	Sal_Bando	2011
60.065	37.871	36.903	43.065	46.839	55.258	62.065	47.710	49.129	65.032	42.484	33.839	Sal_Bando	2012
45.903	41.677	38.645	59.258	53.065	53.065	58.742	51.968	39.742	47.968	26.774	30.419	Sal_Bando	2013
0	0	0	0	0	0	0	0	0	0	0	0	Ernie_Banks	2005
